gene,gene_symbol_clean,univariate_candidate_rank,univariate_candidate_source,in_univariate_candidate_set,dfi_univ_rank,dfi_univ_coef,dfi_univ_hr_per_sd,dfi_univ_p,dfi_univ_q,dfi_univ_c_index,os_univ_rank,os_univ_coef,os_univ_hr_per_sd,os_univ_p,os_univ_q,os_univ_c_index,dfi_full_conditional_selected,dfi_full_conditional_rank,dfi_full_conditional_coef,dfi_full_conditional_hr_per_sd,dfi_full_conditional_p,dfi_full_conditional_c_index,os_full_conditional_selected,os_full_conditional_rank,os_full_conditional_coef,os_full_conditional_hr_per_sd,os_full_conditional_p,os_full_conditional_c_index,dfi_true_mb_n_configs,dfi_true_mb_algorithms,dfi_true_mb_alphas,dfi_true_mb_mean_rank,os_true_mb_n_configs,os_true_mb_algorithms,os_true_mb_alphas,os_true_mb_mean_rank,nested_dfi_conditional_selected_folds,nested_dfi_conditional_selection_frequency,nested_dfi_conditional_mean_rank,nested_dfi_conditional_plus_clinical_selected_folds,nested_dfi_conditional_plus_clinical_selection_frequency,nested_dfi_conditional_plus_clinical_mean_rank,nested_dfi_elasticnet_selected_folds,nested_dfi_elasticnet_selection_frequency,nested_dfi_elasticnet_mean_rank,nested_dfi_gsmb_selected_folds,nested_dfi_gsmb_selection_frequency,nested_dfi_gsmb_mean_rank,nested_dfi_iamb_selected_folds,nested_dfi_iamb_selection_frequency,nested_dfi_iamb_mean_rank,nested_dfi_univtop10_selected_folds,nested_dfi_univtop10_selection_frequency,nested_dfi_univtop10_mean_rank,nested_os_conditional_selected_folds,nested_os_conditional_selection_frequency,nested_os_conditional_mean_rank,nested_os_conditional_plus_clinical_selected_folds,nested_os_conditional_plus_clinical_selection_frequency,nested_os_conditional_plus_clinical_mean_rank,nested_os_elasticnet_selected_folds,nested_os_elasticnet_selection_frequency,nested_os_elasticnet_mean_rank,nested_os_gsmb_selected_folds,nested_os_gsmb_selection_frequency,nested_os_gsmb_mean_rank,nested_os_iamb_selected_folds,nested_os_iamb_selection_frequency,nested_os_iamb_mean_rank,nested_os_univtop10_selected_folds,nested_os_univtop10_selection_frequency,nested_os_univtop10_mean_rank,nested_any_max_selection_frequency,nested_any_total_selected_folds,dfi_os_both_univariate_available,dfi_os_same_direction,dfi_os_both_nominal_p05,dfi_os_both_fdr_q10,combined_univ_rank_score,rna_evidence_priority_score,rna_evidence_tier
LOC119877252,LOC119877252,,,False,2083.0,0.124932887222569,1.1330724068787634,0.1306830277180745,0.3136894568364727,0.5332788590105482,1469.0,0.1473067891107583,1.1587093879295731,0.1006984475296948,0.3427448860779267,0.5351403214200048,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3552.0,1.0,low_rna_evidence
CYP7B1_3,CYP7B1,,,False,2082.0,-0.1178781394894469,0.8888043561681446,0.1306302163463121,0.3136894568364727,0.5510325360273362,1968.0,-0.1136892402341166,0.8925352768437527,0.1774019281087197,0.4504014195561636,0.534900455744783,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4050.0,1.0,low_rna_evidence
ASIC2_3,ASIC2,,,False,2084.0,-0.1350373501469315,0.8736832788797804,0.1308801675900318,0.3140119184021877,0.5460184222255237,1814.0,-0.1369061622981877,0.8720520536533717,0.15080578686426,0.4156114556666124,0.5410170304629408,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3898.0,1.0,low_rna_evidence
TREM1_3,TREM1,,,False,2085.0,-0.1258763602749581,0.8817238561394697,0.1312055368585217,0.3146415752002919,0.5378101322240381,1028.0,-0.1826726213568245,0.8330408308775693,0.0479756057070027,0.2333443857344491,0.5581674262413049,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3113.0,1.0,low_rna_evidence
HRH1_3,HRH1,,,False,2086.0,0.1276887571991889,1.136199313801647,0.1315391346479884,0.3152903515052456,0.5398900609121973,1912.0,0.1249894531781481,1.133136502014983,0.1662977013800153,0.4346488163168469,0.530902694491085,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3998.0,1.0,low_rna_evidence
TSPAN7_3,TSPAN7,,,False,2087.0,-0.1312764972059303,0.8769752596563003,0.1316628104656645,0.3154355784994359,0.5390729460704204,1884.0,-0.130713702144514,0.8774689559132958,0.1614648634345018,0.4285160919174676,0.5410570080754777,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3971.0,1.0,low_rna_evidence
GRHL1_3,GRHL1,,,False,2089.0,0.1275588707000332,1.136051746434146,0.1318448261404457,0.3154476263419531,0.5493240231763482,951.0,0.1850124559676355,1.2032334274709848,0.0406745539680771,0.2134066194203435,0.5627248740705205,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3040.0,1.0,low_rna_evidence
LYZ_3,LYZ,,,False,2088.0,-0.1139544783439304,0.8922985738666933,0.1318280233175617,0.3154476263419531,0.554969543901352,1099.0,-0.1591925831476477,0.8528321020624529,0.0558040599601791,0.2538856231127347,0.5840729191652675,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3187.0,1.0,low_rna_evidence
PLCG2_3,PLCG2,,,False,2093.0,-0.1222545253925208,0.8849231044356234,0.1320463763867416,0.3154476263419531,0.5318674788292973,2174.0,-0.1098477776121665,0.8959705116872124,0.2109078889775067,0.4850131160835851,0.5274646198129048,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4267.0,1.0,low_rna_evidence
RUFY4_3,RUFY4,,,False,2091.0,-0.1251427848504389,0.8823709043918776,0.131949253795864,0.3154476263419531,0.5391472292378547,2821.0,-0.0861714126399378,0.9174369574503268,0.3347007167704313,0.5931468859313466,0.5272247541376829,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4912.0,1.0,low_rna_evidence
SLC26A7_3,SLC26A7,,,False,2090.0,0.125693212638024,1.1339342382218829,0.1319280154750043,0.3154476263419531,0.5371787253008469,3011.0,0.080455691666198,1.0837808250558156,0.3803692083571058,0.6316326940503252,0.5314623810666027,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5101.0,1.0,low_rna_evidence
ISLR2_3,ISLR2,,,False,2096.0,0.1229218157806775,1.1307960070882228,0.1325694061202913,0.3161403251321346,0.5574580300103996,799.0,0.1940141833271368,1.2141135030031085,0.028690534110033,0.179540263517103,0.56180538898217,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2895.0,1.0,low_rna_evidence
PPP2R2B_3,PPP2R2B,,,False,2094.0,0.1193812889861421,1.1267994726194817,0.1324553163416951,0.3161403251321346,0.5147823503194177,1909.0,0.1199345325312208,1.1274230396306133,0.1657415642148449,0.4339903017655241,0.496002238746302,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4003.0,1.0,low_rna_evidence
ADAMTS9_3,ADAMTS9,,,False,2097.0,0.1206878811242706,1.128272702197156,0.1325892523604172,0.3161403251321346,0.5344673896894964,2017.0,0.1199979156166069,1.1274945014461115,0.1847251162291425,0.4579204666066994,0.5295434556648277,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4114.0,1.0,low_rna_evidence
CTLA4_3,CTLA4,,,False,2095.0,-0.115532224097868,0.8908918635879234,0.1325074266828045,0.3161403251321346,0.5356559203684446,2895.0,-0.0747776672742516,0.9279497769983972,0.3511132554650477,0.6063114316693231,0.5401375229871272,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4990.0,1.0,low_rna_evidence
BEAN1_3,BEAN1,,,False,2098.0,0.1301470495205156,1.1389958598057055,0.1328476669320437,0.3165319579203874,0.5239934630812658,1966.0,0.1224522628755752,1.13026516317742,0.1766296973427951,0.4492108274231819,0.5253058287359079,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4064.0,1.0,low_rna_evidence
LOC119876110,LOC119876110,,,False,2100.0,0.1272827366720893,1.135738087197438,0.1329434223265627,0.3165319579203874,0.5624721438122121,2370.0,0.1039901657225536,1.1095895428505105,0.2453221416126041,0.5172968929354735,0.546294075317822,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4470.0,1.0,low_rna_evidence
SGMS2_3,SGMS2,,,False,2099.0,-0.1248171856273899,0.8826582504500767,0.1329259227292183,0.3165319579203874,0.5356559203684446,3631.0,-0.0541859202788592,0.9472559760339776,0.5472273458709279,0.7534639400284567,0.5044375149916047,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5730.0,1.0,low_rna_evidence
PTPRF_3,PTPRF,,,False,2101.0,0.1237613922192868,1.131745795426812,0.1330104100902852,0.316540718920241,0.5517753677016788,2540.0,0.0974579113598969,1.1023650435413384,0.2800287304495153,0.5509863226447228,0.5384184856480371,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4641.0,1.0,low_rna_evidence
CAND2_3,CAND2,,,False,2102.0,0.1344541120117219,1.1439121659699416,0.1334457146235359,0.3174255818828161,0.5276333382855445,1515.0,0.1560520294921094,1.1688870181056537,0.106603890143115,0.3518280202743069,0.5410570080754777,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3617.0,1.0,low_rna_evidence
LOC609800_3,LOC609800,,,False,2104.0,-0.1251861613610991,0.882332631051025,0.1340380072988792,0.318531386166538,0.5382558312286436,2061.0,-0.118240460273882,0.8884823822090594,0.1920353790311933,0.4654647295664508,0.5456944111297674,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4165.0,1.0,low_rna_evidence
ZSCAN18_3,ZSCAN18,,,False,2103.0,-0.1209252665216367,0.8861001784669765,0.1340325874770692,0.318531386166538,0.5330560095082454,2141.0,-0.1135512232140443,0.8926584704041806,0.2055130012359804,0.4799462896683336,0.5282641720636444,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4244.0,1.0,low_rna_evidence
C17H1orf162_3,C17H1orf162,,,False,2105.0,-0.1234603939613338,0.8838566466113829,0.1342816646581296,0.3189588234159849,0.5335759916802852,1519.0,-0.1513650891553421,0.8595338348867951,0.1071779581067851,0.3527911721750663,0.5475333813064683,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3624.0,1.0,low_rna_evidence
BAG3_3,BAG3,,,False,2107.0,0.1331060834220384,1.142371178547033,0.1346363061216141,0.3193492913172002,0.5493240231763482,1686.0,0.1446364360594496,1.155619352359091,0.1322230571891554,0.3914962947986116,0.5337810825937475,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3793.0,1.0,low_rna_evidence
OSGIN2_3,OSGIN2,,,False,2108.0,-0.1342641634890095,0.8743590603532031,0.1346376612193316,0.3193492913172002,0.5701975932253751,1907.0,-0.1342691133395432,0.8743547324172528,0.1653591337699544,0.4335582951493299,0.5649636203725914,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4015.0,1.0,low_rna_evidence
EYA4_3,EYA4,,,False,2106.0,0.1285136920472698,1.137136990918057,0.134600494391002,0.3193492913172002,0.5454241568860496,2675.0,0.0902573949636409,1.0944559549040005,0.3076740006639427,0.575091590026061,0.5315823139042136,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4781.0,1.0,low_rna_evidence
CYP26B1_3,CYP26B1,,,False,2109.0,0.1288412138948603,1.1375094891236064,0.1347144432868301,0.3193799034775489,0.5493240231763482,3438.0,0.0647613766818642,1.066904405736997,0.4949274042282546,0.7195787449287769,0.5376988886223715,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5547.0,1.0,low_rna_evidence
KCND3_3,KCND3,,,False,2111.0,0.1304581098718913,1.1393502113675755,0.1350686876380336,0.3199163610564511,0.5362130441242015,2549.0,0.0942331079290133,1.0988158587542487,0.2819734881861141,0.5530576261492389,0.5417766051011433,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4660.0,1.0,low_rna_evidence
RN7SL1_2,RN7SL1,,,False,2112.0,0.124467990254015,1.1325457673776922,0.1351785458239809,0.3200249664393488,0.5357302035358787,1641.0,0.1354334661550483,1.145033009851249,0.1254520425121298,0.381689295028753,0.5536899336371632,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3753.0,1.0,low_rna_evidence
HOXA5_3,HOXA5,,,False,2113.0,0.1250445759598874,1.1331989653726258,0.1353428363573755,0.3202622724973391,0.525479126429951,3395.0,0.0619528090007642,1.0639121364665352,0.4808803815279349,0.7080765017216655,0.5150715599264412,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5508.0,1.0,low_rna_evidence
ANOS1_3,ANOS1,,,False,2115.0,-0.1299329115166915,0.8781543429873604,0.1359957234305353,0.321502892270769,0.5505125538552964,823.0,-0.2038481898836929,0.815586176021882,0.0306229268147082,0.1860445128475591,0.5684816502758455,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2938.0,1.0,low_rna_evidence
ATP6AP1_3,ATP6AP1,,,False,2114.0,-0.124807205562807,0.8826670594803782,0.1359587213834661,0.321502892270769,0.5332788590105482,2528.0,-0.0983994750853035,0.9062867924377934,0.2784199631980023,0.5503940679078537,0.5182697689293996,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4642.0,1.0,low_rna_evidence
ADGRF3_3,ADGRF3,,,False,2117.0,0.1307027936222687,1.1396290259595954,0.1364134742918362,0.3221858155215781,0.5328331600059426,1361.0,0.1583758534221481,1.1716064642630812,0.086378581781084,0.3173349808269068,0.5272247541376829,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3478.0,1.0,low_rna_evidence
CFAP410_3,CFAP410,,,False,2118.0,0.1292740851221749,1.138001990839466,0.1365433657500889,0.3223403346319379,0.5288961521319269,2035.0,0.11478601698455,1.121633401393562,0.1868747984211186,0.4588586117396605,0.534740545294635,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4153.0,1.0,low_rna_evidence
FAAP20_3,FAAP20,,,False,2119.0,0.1175150019285289,1.124698502463723,0.1366723397186754,0.3224925429888518,0.5253305600950825,2719.0,0.085937912786317,1.0897386673672114,0.3138612144339572,0.577093205723096,0.5265851123370913,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4838.0,1.0,low_rna_evidence
LOC100856762_3,LOC100856762,,,False,2121.0,0.1150089371934726,1.121883464016706,0.1368463555321138,0.3225986693354877,0.5317189124944287,3025.0,0.0800338404705223,1.0833237272393244,0.3846597433245102,0.6357842476355359,0.5359398736707444,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5146.0,1.0,low_rna_evidence
LRP8_3,LRP8,,,False,2120.0,-0.1264397585998366,0.881227234307006,0.1368340569958789,0.3225986693354877,0.5277076214529788,3038.0,-0.0756663161777275,0.9271255217375964,0.3894791633229312,0.6410124478652587,0.5109938434476693,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5158.0,1.0,low_rna_evidence
CELF2_3,CELF2,,,False,2122.0,-0.1270308624084276,0.8807064914542772,0.1370669675291736,0.322966464489099,0.5541524290595751,1330.0,-0.1615809374639809,0.8507976672730145,0.0835420483694251,0.3140678510128766,0.5765571280083154,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3452.0,1.0,low_rna_evidence
ZIC2_3,ZIC2,,,False,2123.0,0.1187340615759417,1.1260704130741142,0.137153380448782,0.3230178531530429,0.5330560095082454,2189.0,0.1068172594058569,1.1127308947940209,0.2132654099117055,0.4869316197600172,0.5289437914767731,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4312.0,1.0,low_rna_evidence
STK32B_3,STK32B,,,False,2124.0,-0.1284662004625594,0.8794432866923751,0.1375037837324182,0.3236906396714176,0.5469469618184519,796.0,-0.2092176899844471,0.8112186222513645,0.0284410543785583,0.1786498390612962,0.5587670904293596,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2920.0,1.0,low_rna_evidence
GAPT_3,GAPT,,,False,2126.0,-0.1165089882735381,0.890022097178661,0.1378284391599459,0.3241496687675115,0.5257019759322538,2346.0,-0.1011601546485287,0.9037882754007902,0.2403968439626514,0.5122238793495303,0.5177100823538818,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,4472.0,1.0,low_rna_evidence
SLC7A2_3,SLC7A2,,,False,2125.0,0.1246689055909942,1.1327733360524423,0.1377989885266746,0.3241496687675115,0.5365473183776556,4119.0,0.0355974276346734,1.0362386014860616,0.69356257637017,0.8419065020273975,0.5045974254417526,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6244.0,1.0,low_rna_evidence
TBC1D8B_3,TBC1D8B,,,False,2128.0,0.117848123722946,1.1250732264579413,0.1380318489536575,0.3241816064495543,0.5431585202793047,1597.0,0.1352103494206852,1.1447775623237215,0.1189876866771983,0.3721920442656225,0.5610458143439674,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3725.0,1.0,low_rna_evidence
PLA2G15_3,PLA2G15,,,False,2129.0,-0.1241672854337501,0.883232076662648,0.1380365280262202,0.3241816064495543,0.5267419402763334,1669.0,-0.1379102870361523,0.8711768440968258,0.1297361189935507,0.3886642270627643,0.5180299032541776,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3798.0,1.0,low_rna_evidence
ANK3_3,ANK3,,,False,2127.0,-0.1201046988821051,0.8868275819998944,0.1379876755875151,0.3241816064495543,0.541227157926014,4516.0,-0.0194468576051261,0.980741012729996,0.8215156254067085,0.9095611441615462,0.511633485248261,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6643.0,1.0,low_rna_evidence
C6H16orf89_3,C6H16orf89,,,False,2130.0,0.1188609161170221,1.1262132692803766,0.1381260284229202,0.3242395033401884,0.5482097756648343,3072.0,0.0741060329416055,1.0769209885428226,0.3960909320067015,0.6446792513129908,0.5216278883825058,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,5202.0,1.0,low_rna_evidence
GAS7_3,GAS7,,,False,2132.0,-0.1298412573858927,0.8782348331489456,0.1388791976251707,0.3255856981445043,0.5459812806418066,793.0,-0.2037998890858558,0.815625570436272,0.0283462696941022,0.1786498390612962,0.5852722475413769,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,2925.0,1.0,low_rna_evidence
PLPPR2_3,PLPPR2,,,False,2131.0,0.1251920669022813,1.1333661142821203,0.1387658123741452,0.3255856981445043,0.5467241123161491,1666.0,0.13974760098975,1.1499835075250429,0.1289020333641597,0.3866445241897096,0.5594467098424882,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,3797.0,1.0,low_rna_evidence
C30H15orf62_3,C30H15orf62,,,False,2133.0,-0.1183552994902513,0.8883803554469775,0.1388948588284455,0.3255856981445043,0.5573466052592483,4352.0,-0.0264805549044608,0.9738669805879008,0.7644988269431539,0.8783304537490279,0.5191492764052131,False,,,,,,False,,,,,,0,,,,0,,,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,True,True,False,False,6485.0,1.0,low_rna_evidence
